iteration;replicate;time;id;spouse_id;bmi;bmi_spouse;pgs;pgs_spouse;environment;environment_spouse 
0;0;2.0;999;682;0.21829094971526625;0.029965909362519666;0.7806453785360792;-0.18511365417315104;-0.5353708083238058;0.17046681720332413
0;0;2.0;998;808;-0.30502066598074074;-0.5496153261819808;0.15933751350001102;-0.5283626860275755;-0.1490893606023257;-0.05849135711094697
0;0;2.0;997;255;0.40450380723727136;-0.46316396662575526;-0.235139189486415;-0.3460051802928361;-0.03302419716365606;0.2796710373489169
0;0;2.0;996;787;-0.44717328710302695;0.10500144641649112;-1.2857455868756131;-0.10548466717037214;1.2860263121065172;0.6170877368461762
0;0;2.0;995;66;0.035888323016334475;-0.12006160291897305;0.5169423177227123;-1.271525251801511;-0.46698778176134725;0.4722086116042972
0;0;2.0;994;733;-0.018532224014736032;0.07560844487876411;-1.414989553439055;0.5767180241134404;0.14229389160947453;1.0986780467096848
0;0;2.0;993;674;0.31638416749616305;0.6936711318768918;0.14011980751675188;1.0791046759137377;0.9131610977112317;0.839996608559237
0;0;2.0;992;477;0.6031473543237437;-0.3368477668838389;0.47599242718522994;-0.9311034067184917;0.7333621998797305;1.342386717597731
0;0;2.0;991;234;0.03284792722737444;0.6320761167864772;0.029095378982194234;1.4980093395721068;0.6678650770915623;0.4853325183767819
0;0;2.0;990;290;-0.11883375941564833;-0.4329823583776864;-1.574608150206349;-0.25728647969832985;0.07723345505423915;0.5112671944646788
0;0;2.0;989;98;-0.3797110272960922;0.16234618735360276;0.5089122426485149;-0.2519652015719715;-0.5266858929520927;0.31045749287392893
0;0;2.0;988;479;-0.1673051459857106;0.04838062167470303;0.4072080089827015;-1.0956649229215318;0.06966985247234883;-0.9069902409043739
0;0;2.0;987;169;0.3404133219658573;0.27930375516665834;0.36981348612924975;-0.7505077643900527;0.5940200145417345;0.6265452511873447
0;0;2.0;986;447;-0.22800074626036573;0.04031681895750705;-1.006345420764883;-2.1062678870181823;0.7364130375801374;2.19108529327351
0;0;2.0;985;336;-0.5018969767422645;0.4996437468133229;-1.3591532034993816;-0.9532416831886181;0.16419182198336196;0.1854852903240343
0;0;2.0;984;643;-0.41589776498962777;-0.268198630275492;-2.6181079590871303;0.7029424731225569;-0.1795834636056807;-0.7310603658438658
0;0;2.0;983;927;0.24757851730604968;-0.07103350602750175;1.4531320039361277;-1.1461180908227229;0.06856093165594844;-0.8691633833609014
0;0;2.0;982;850;0.8216408230308311;0.30179272824429326;1.0918906338771095;0.6666894215542049;-0.13845946037040294;-0.17862493285617176
0;0;2.0;981;761;-0.7260500027122422;0.1776027543369843;-1.639778385270239;0.509462000798382;-0.013922587025390024;1.7133017392423855
0;0;2.0;980;596;-1.3777708202203662;0.1694493158442702;-3.751815908194894;-1.56809504472368;2.4100664001109617;0.4418562723096734
0;0;2.0;979;978;0.3348635780312892;0.07025193346223457;0.32125595409430713;0.35587622560279136;-1.1036373276339189;0.7447474562751056
0;0;2.0;978;979;0.07025193346223457;0.3348635780312892;0.35587622560279136;0.32125595409430713;0.7447474562751056;-1.1036373276339189
0;0;2.0;977;884;-0.4114403680186033;-0.0972862991949831;-0.5961034814928838;0.2859947754218809;0.3488909239094765;0.6183546977406407
0;0;2.0;976;350;0.4339740162776454;0.5157578398056513;0.5114706001568119;-0.2575864544468753;1.4638874542616558;2.1948993393362395
0;0;2.0;975;420;-0.3054507733401583;0.8198613934171929;-1.9320638455615915;1.2148385874104672;0.4739000327399838;0.6708933682385975
0;0;2.0;974;653;-0.1149075072845348;0.029432434435863797;0.10824554527573023;0.13016307588633316;-0.062482216690011236;-1.2081992279266969
0;0;2.0;973;33;1.0845059346169972;-0.5807261028854775;1.3171023869504905;-0.1996071402075719;-0.14458103767572872;-0.41134361133017644
0;0;2.0;972;915;-0.10221243336832744;-0.03195510139935019;-0.7214559241559286;-0.9301839923841823;0.993142890375954;0.5609974162598008
0;0;2.0;971;9;-0.08169253689125237;-0.4588938731858705;0.5377573051778263;-0.6842298257179572;-1.1750350797695153;-0.5406438139838495
0;0;2.0;970;253;-0.17675968251615048;0.3552806020692691;-0.6289578891073171;1.0086632633817514;1.3408579339129874;0.919682710346854
0;0;2.0;969;620;0.15279225763283483;0.0517966406762475;0.5083179683633758;-0.03801507946372111;0.742509807068805;-0.22461420015171688
0;0;2.0;968;932;-0.1182023008849758;0.5191126515278177;-1.853000407514061;0.34455081923957775;0.2699701994943521;0.5605661973447279
0;0;2.0;967;407;0.15980067618315524;-0.2571425532582607;-0.4435856303204436;-1.2706339118299022;0.9420822149683298;0.10481062997583666
